account_number,country,fullname,profileid,city,zip_code,dob
1238002,america,Carol Hancock,987093,Dallas,522496,07/20/1995
1238836,india,Barry Yard,988070,Madrid,522671,08/20/1995
1237573,america,Michael Attwood,987558,Tallahassee,521271,02/22/1994
1237310,india,Callie Cann,986152,Tallahassee,521253,02/22/1994
1236288,america,David Amstead,987708,Lakewood,522513,07/20/1995
1234995,india,Cassidy King,988537,Baltimore,521155,08/20/1995
1235329,america,John Miller,987199,Irving,522177,02/22/1994
1238106,india,Johnathan Harris,984686,Anaheim,522233,02/22/1994
1236887,america,Rosalie Dobson,987862,Paris,521141,07/20/1995
1238849,india,Louise Mcneill,985419,San Antonio,521662,08/20/1995
1238852,america,Nate May,988376,Bellevue,521738,02/22/1994
1237677,india,Nate Graves,987503,Berlin,522667,02/22/1994
1237534,america,Paula Riley,986898,Glendale,521736,07/20/1995
1238284,india,Boris Poulton,988339,Springfield,522460,08/20/1995
1236637,america,Judith Alldridge,985852,Moreno Valley,522532,02/22/1994
1235987,india,Tyson Martin,987626,Miami,521189,02/22/1994
1235363,america,Mavis Casey,984812,Toledo,521485,07/20/1995
1234582,india,Lucy Vane,985942,Jacksonville,522383,08/20/1995
1234592,america,Brad Williams,986395,Albuquerque,521667,02/22/1994
1236008,india,Bryon Cunningham,986724,Los Angeles,521845,02/22/1994
1238240,america,Harvey Brock,985929,Hollywood,522654,07/20/1995
1237289,india,Cadence Saunders,985693,Fort Lauderdale,521136,08/20/1995
1235010,america,Faith Stevenson,985207,Jacksonville,521531,02/22/1994
1234756,india,Lynn Lakey,986709,Moreno Valley,522585,02/22/1994
1237452,america,Matt James,987484,Tulsa,522714,07/20/1995
1235251,india,Barry Avery,987992,San Jose,522209,08/20/1995
1238304,america,Claire Flack,985638,Paris,522390,02/22/1994
1235256,india,Britney Ellery,984662,Albuquerque,522240,02/22/1994
1234864,america,Tony Todd,987001,Omaha,521559,07/20/1995
1238457,india,Sage Ogilvy,987066,Indianapolis,521444,08/20/1995
1234830,america,Michael Whinter,985714,Jacksonville,521314,02/22/1994
1237045,india,Greta Moore,986502,Reno,521580,02/22/1994
1235005,america,Rick Reid,984984,London,521983,07/20/1995
1234674,india,Regina Foxley,987731,Kansas City,522414,08/20/1995
1236724,america,Matthew Ballard,985943,Columbus,521368,02/22/1994
1235270,india,Kimberly Underhill,984665,Rome,522934,02/22/1994
1237530,america,Benjamin Whitmore,986719,Detroit,521322,07/20/1995
1237365,india,Bristol Johnson,988532,Atlanta,522421,08/20/1995
1236095,america,Tania Cartwright,986286,Madrid,521136,02/22/1994
1238893,india,Lucas Dillon,988564,Amarillo,522907,02/22/1994
1235988,america,Martin Norton,985744,Hollywood,521554,07/20/1995
1236602,india,Chadwick Wise,986860,Detroit,522574,08/20/1995
1235016,america,Cecilia Moore,988816,Henderson,522273,02/22/1994
1237911,india,John Furnell,986920,Berna,521914,02/22/1994
1237143,america,Kendra Raven,985285,Madrid,521197,07/20/1995
1238429,india,Kurt Shields,986976,Lyon,521399,08/20/1995
1237116,america,Nate Stubbs,988140,Louisville,522243,02/22/1994
1234625,india,Leroy Nobbs,988650,Atlanta,521318,02/22/1994
1237434,america,Jayden Foxley,987118,Atlanta,521281,07/20/1995
1234777,india,Josephine Huggins,986839,Bakersfield,522602,08/20/1995
1237924,america,Ruth Carter,987379,San Jose,521366,02/22/1994
1235152,india,Harriet Roscoe,986039,Madrid,522417,02/22/1994
1235503,america,Sofie Hobson,986619,Detroit,522848,07/20/1995
1238680,india,Dorothy Oliver,988590,Stockton,521618,08/20/1995
1235883,america,Rachael Gallacher,985945,Berna,522581,02/22/1994
1235715,india,Candace Todd,985992,Dallas,521561,02/22/1994
1235360,america,Gil Hardwick,986512,Garland,521145,07/20/1995
1237740,india,Nate Lyon,987085,Salt Lake City,522383,08/20/1995
1236260,america,Danielle Fisher,987868,Laredo,522290,02/22/1994
1238127,india,Melinda Locke,988944,Atlanta,521406,02/22/1994
1236718,america,Mona Lane,988787,Oklahoma City,522820,07/20/1995
1238875,india,Camila Gosling,986653,Lisbon,522660,08/20/1995
1237613,america,Cassandra Brooks,985972,Santa Ana,522434,02/22/1994
1235479,india,Ilona Owen,986946,Lisbon,522117,02/22/1994
1238992,america,Camellia Connell,985442,San Antonio,522826,07/20/1995
1236995,india,Peter Wigley,987222,Worcester,522591,08/20/1995
1235948,america,Margot Lloyd,986706,Berna,521552,02/22/1994
1237009,india,Bethany Gordon,987110,Arlington,521283,02/22/1994
1236343,america,Julia Cobb,987388,Philadelphia,521486,07/20/1995
1236680,india,Aeris Ryan,988002,Moreno Valley,522642,08/20/1995
1236277,america,Abdul Rixon,988126,Salem,522357,02/22/1994
1236538,india,Sabrina Judd,985949,Baltimore,521883,02/22/1994
1235273,america,Alexa Judd,987352,Innsbruck,521146,07/20/1995
1237741,india,Eden Abbey,985250,Atlanta,521124,08/20/1995
1234630,america,Mackenzie Doherty,987722,St. Louis,522689,02/22/1994
1238736,india,Rocco Campbell,985848,Rochester,521578,02/22/1994
1237550,america,Johnathan Johnson,987926,Prague,522245,07/20/1995
1238412,india,Bart Whinter,988087,Louisville,522697,08/20/1995
1237574,america,Renee Thornton,985412,Quebec,522655,02/22/1994
1237249,india,Brooklyn Archer,985867,Columbus,522689,02/22/1994
1235369,america,Chris Roth,988038,New York,521337,07/20/1995
1235772,india,Jack Casey,984783,Garland,521930,08/20/1995
1235102,america,Benny Gregory,988829,Miami,522533,02/22/1994
1235848,india,Ramon Simpson,987972,Philadelphia,521618,02/22/1994
1237761,america,Margaret Morris,988546,Detroit,521980,07/20/1995
1235952,india,Barney Becker,988047,Salem,521159,08/20/1995
1237635,america,Janelle Lunt,987966,Bakersfield,522648,02/22/1994
1235572,india,Adina Lowe,985912,Wien,522510,02/22/1994
1235560,america,Phillip Dixon,986677,Ontario,522759,07/20/1995
1238285,india,Hayden Burge,987488,Cincinnati,522195,08/20/1995
1236559,america,Carmen Kelly,984879,Phoenix,522250,02/22/1994
1235425,india,Penny Duvall,987269,Laredo,521897,02/22/1994
1234662,america,Jaylene Atkinson,985188,Fullerton,522373,07/20/1995
1236347,india,Nicholas Gray,987328,New York,521206,08/20/1995
1235789,america,Piper Silva,985164,Los Angeles,522793,02/22/1994
1236162,india,Savannah Barclay,988818,Tokyo,521151,02/22/1994
1238408,america,Nathan Partridge,988689,San Francisco,521363,07/20/1995
1234806,india,Abbey Brett,987766,Salem,521516,08/20/1995
1238130,america,Janelle Allcott,985721,Zurich,521776,02/22/1994
1236122,india,Adeline Gilbert,987078,Bellevue,522036,02/22/1994
1238450,america,Kimberly Newman,986201,Las Vegas,521560,07/20/1995
1236145,india,Aiden Connell,987817,Pittsburgh,521568,08/20/1995
1237604,america,Bridget Fox,986854,Prague,521347,02/22/1994
1236729,india,Bryon Jordan,987712,Springfield,521264,02/22/1994
1237546,america,Angelica Ballard,986856,Murfreesboro,521582,07/20/1995
1238204,india,Denny Wright,987160,Columbus,522657,08/20/1995
1236130,america,Lucas Hall,988995,Lincoln,522103,02/22/1994
1235443,india,Bob Brooks,985961,Colorado Springs,521145,02/22/1994
1234912,america,Gil Morris,985323,Tokyo,522628,07/20/1995
1235079,india,Erick Booth,984804,Tallahassee,521442,08/20/1995
1234880,america,Rowan Thorpe,985454,Fayetteville,521749,02/22/1994
1238941,india,Meredith Vass,986579,Indianapolis,522021,02/22/1994
1238914,america,Liam Hobbs,988191,Houston,521628,07/20/1995
1237015,india,Alessandra Miller,985338,Richmond,522357,08/20/1995
1235297,america,Amelia Bryant,986620,San Francisco,521270,02/22/1994
1237418,india,Denis Morley,985175,Denver,521301,02/22/1994
1237275,america,Phillip Blackburn,985177,Norfolk,521900,07/20/1995
1238384,india,Aiden Blythe,987097,Venice,522704,08/20/1995
1237380,america,Carl Campbell,988419,Phoenix,522599,02/22/1994
1237688,india,Sebastian Morgan,987990,Charlotte,521739,02/22/1994
1237455,america,Bryon Donovan,984707,Los Angeles,521229,07/20/1995
1238365,india,Piper Potter,986250,El Paso,521231,08/20/1995
1237701,america,Sebastian Squire,986524,El Paso,521882,02/22/1994
1236102,india,John Cox,985486,Stockton,522083,02/22/1994
1234631,america,David Vollans,988761,Lakewood,521188,07/20/1995
1236714,india,Taylor Andrews,985012,Lisbon,521754,08/20/1995
1237282,america,Domenic Emmett,985365,Boston,522283,02/22/1994
1238018,india,Georgia Dubois,988935,Oklahoma City,521712,02/22/1994
1237737,america,Rita Ross,988610,El Paso,522378,07/20/1995
1236682,india,Mike Becker,988771,Lincoln,521527,08/20/1995
1236062,america,Denis Rothwell,987706,Bridgeport,522518,02/22/1994
1235004,india,Adeline Lewin,985015,Escondido,522521,02/22/1994
1237774,america,Clarissa Harris,985894,San Bernardino,522890,07/20/1995
1234746,india,Josephine Woodcock,987044,Bellevue,522081,08/20/1995
1236824,america,Benjamin Goldsmith,988037,Richmond,521668,02/22/1994
1238199,india,Harriet Saunders,984708,Tokyo,522247,02/22/1994
1234588,america,Carter Terry,985607,Baltimore,521187,07/20/1995
1236148,india,Claire Samuel,985121,Cincinnati,522567,08/20/1995
1235600,america,Chadwick Bradshaw,988643,Worcester,521259,02/22/1994
1237400,india,Jayden Vaughan,984951,New Orleans,522871,02/22/1994
1235967,america,Leslie Bishop,987231,Paris,522605,07/20/1995
1238274,india,Daphne Booth,986604,Albuquerque,522208,08/20/1995
1236487,america,Megan Hill,988856,Los Angeles,522858,02/22/1994
1236219,india,Matt Franks,986914,Madison,522447,02/22/1994
1238738,america,Tara Salt,988825,Fullerton,522333,07/20/1995
1236184,india,Kieth Stark,986569,Springfield,522321,08/20/1995
1237729,america,Trisha Wilkinson,986206,Lisbon,522352,02/22/1994
1237468,india,Hailey Graves,987106,Honolulu,522806,02/22/1994
1236668,america,Mason Gosling,986407,Nashville,522416,07/20/1995
1236171,india,Alma Flanders,988162,Honolulu,522544,08/20/1995
1237375,america,Owen Selby,988651,Fort Lauderdale,521262,02/22/1994
1236134,india,Vanessa Marshall,988317,Bucharest,522160,02/22/1994
1236745,america,Barney Emmott,988634,Rochester,522255,07/20/1995
1237526,india,Elijah Mullins,984742,Wien,522784,08/20/1995
1237538,america,Priscilla Woodley,987005,Seattle,522350,02/22/1994
1234736,india,Carl Tobin,988956,Salt Lake City,521145,02/22/1994
1238087,america,Evie Baxter,986761,Salt Lake City,522388,07/20/1995
1235487,india,Belinda Thatcher,986841,Los Angeles,522022,08/20/1995
1238716,america,Enoch Flack,985286,Las Vegas,522474,02/22/1994
1238377,india,Abdul Simmons,985000,Huntsville,521655,02/22/1994
1235843,america,Angel Phillips,987851,Oakland,521477,07/20/1995
1236057,india,Javier Skinner,987253,Bellevue,522152,08/20/1995
1238851,america,Erick Gonzales,986318,Madison,521240,02/22/1994
1235845,india,Fred Swift,988560,Milano,521211,02/22/1994
1237950,america,David Raven,985219,Lisbon,521510,07/20/1995
1238534,india,Jenna Rixon,985516,Lancaster,522126,08/20/1995
1236581,america,Barry Bloom,987106,San Jose,522328,02/22/1994
1237968,india,Jacob James,985845,Los Angeles,522504,02/22/1994
1238136,america,Barney Dubois,986302,Boston,522429,07/20/1995
1236817,india,Ruth Noon,986232,Los Angeles,521418,08/20/1995
1234669,america,Violet Vangness,987078,Springfield,521813,02/22/1994
1234762,india,Michaela Walton,986087,Pittsburgh,521282,02/22/1994
1235272,america,Sharon Coates,987884,Denver,522396,07/20/1995
1236088,india,Sabrina Asher,988892,El Paso,522372,08/20/1995
1238406,america,Henry Wood,987429,New York,521479,02/22/1994
1235523,india,Danny Stone ,987490,Oklahoma City,522746,02/22/1994
1237478,america,Chad Rainford,987041,Reno,522210,07/20/1995
1234856,india,Jack Underhill,987654,Las Vegas,522575,08/20/1995
1235338,america,Clint Hardwick,984825,Indianapolis,521287,02/22/1994
1236588,india,Maia Wright,985243,San Bernardino,522904,02/22/1994
1234921,america,Nick Smith,988814,El Paso,522116,07/20/1995
1235483,india,Laila Lloyd,988021,Escondido,522255,08/20/1995
1237763,america,Nick King,987336,Louisville,521520,02/22/1994
1238884,india,Shay Stubbs,987507,Sacramento,521452,02/22/1994
1237506,america,Destiny James,987578,Louisville,522717,07/20/1995
1236407,india,Nick Dobson,986128,Ontario,521505,08/20/1995
1235043,america,Barry Ulyatt,987796,Tulsa,522194,02/22/1994
1238303,india,Barry Uttridge,985844,Baltimore,522137,02/22/1994
1235463,america,Angelica Roberts,988128,Seattle,521221,07/20/1995
1235481,india,Hope Roberts,985670,Philadelphia,521383,08/20/1995
1238414,america,Mike Stewart,987106,Amarillo,522560,02/22/1994
1238979,india,Bethany Anderson,988124,Garland,522948,02/22/1994
1236118,america,Daniel Murray,985513,Las Vegas,521987,07/20/1995
1237146,india,Priscilla Abbot,988201,Rome,522766,08/20/1995
1238781,america,Joseph Eyres,987865,Detroit,522994,02/22/1994
1234698,india,George Eastwood,985086,Paris,521790,02/22/1994
1235964,america,Lana Robe,986027,Colorado Springs,522974,07/20/1995
1235507,india,Matthew Clarke,984693,Orlando,521196,08/20/1995
1238916,america,Caleb Lyon,987240,Lisbon,521521,02/22/1994
1236361,india,Nate Warner,986802,Lisbon,522008,02/22/1994
1236529,america,Carolyn Nielson,987488,Bridgeport,522321,07/20/1995
1235729,india,Hailey Williams,984760,Richmond,521693,08/20/1995
1235096,america,Harry Harvey,986741,Lisbon,521876,02/22/1994
1234874,india,Andrea Ellwood,987271,Boston,521616,02/22/1994
1234816,america,Hayden Thorpe,987365,Kansas City,522754,07/20/1995
1237030,india,Freya Wise,988463,Murfreesboro,521200,08/20/1995
1235850,america,Anthony Yates,986662,Madrid,521806,02/22/1994
1236116,india,Dakota Lucas,988362,Philadelphia,522014,02/22/1994
1237403,america,Faith Funnell,988517,Chicago,522048,07/20/1995
1235644,india,Morgan Hall,988512,Long Beach,522004,08/20/1995
1238003,america,Bob Davies,986678,Dallas,521230,02/22/1994
1238861,india,Sebastian Gibbons,985015,Tallahassee,522323,02/22/1994
1234849,america,Dasha Truscott,986598,Long Beach,522068,07/20/1995
1238765,india,Martin Oswald,985776,Sacramento,522681,08/20/1995
1234948,america,Michaela Craig,988561,Springfield,522978,02/22/1994
1236993,india,Marina Daniells,986644,Lyon,521993,02/22/1994
1237430,america,Sydney Attwood,988263,Arlington,522498,07/20/1995
1236621,india,Maxwell Tanner,986839,Jacksonville,522821,08/20/1995
1237895,america,Erick Grady,987211,Minneapolis,521774,02/22/1994
1237547,india,Katelyn Thomas,984890,Saint Paul,522784,02/22/1994
1238191,america,Doug Hewitt,987725,Jacksonville,521126,07/20/1995
1236615,india,Phoebe Pearce,987076,Columbus,521401,08/20/1995
1236746,america,Aurelia Newman,988878,San Francisco,522129,02/22/1994
1236246,india,Joseph Brooks,987310,Colorado Springs,522423,02/22/1994
1235375,america,Henry Everett,988622,Lancaster,521937,07/20/1995
1237608,india,Harvey Davies,988348,Glendale,521977,08/20/1995
1238328,america,Vanessa Wilkinson,987699,New York,522259,02/22/1994
1235847,india,Amy Hobson,985498,Moreno Valley,522152,02/22/1994
1238832,america,Mona Jenkin,988579,Laredo,522526,07/20/1995
1236274,india,Winnie Summers,987064,Berna,522633,08/20/1995
1234876,america,Tiffany Locke,988465,Las Vegas,522178,02/22/1994
1236650,india,Analise Blackburn,984651,Los Angeles,522012,02/22/1994
1234748,america,Phillip Marshall,987641,Washington,521898,07/20/1995
1237034,india,Maria Patel,985621,Lisbon,522464,08/20/1995
1235542,america,Daniel Lyon,987692,Las Vegas,522248,02/22/1994
1235959,india,Phillip Atkinson,986970,Boston,521632,02/22/1994
1238364,america,Leroy Tutton,986198,Milwaukee,521581,07/20/1995
1236370,india,Roger Addison,985882,Garland,521422,08/20/1995
1236190,america,Cedrick Marshall,987611,Milano,521738,02/22/1994
1237714,india,Benjamin Uttley,987439,Otawa,522830,02/22/1994
1235149,america,Josephine Groves,987968,Wien,522879,07/20/1995
1235219,india,Domenic Partridge,984679,Houston,521818,08/20/1995
1237535,america,Matt Todd,985042,Charlotte,522440,02/22/1994
1235476,india,Caleb Thorne,988532,Springfield,521198,02/22/1994
1235923,america,Adalie Connell,985128,Phoenix,521584,07/20/1995
1234766,india,Matthew Ellison,987312,Phoenix,522069,08/20/1995
1235623,america,Julius Morgan,987296,Louisville,522000,02/22/1994
1237607,india,Enoch Thompson,988176,Miami,522697,02/22/1994
1238993,america,Hayden Eaton,985531,Sacramento,522258,07/20/1995
1238665,india,Percy Yard,986734,Los Angeles,522496,08/20/1995
1237427,america,Kaylee Davies,986840,St. Louis,522000,02/22/1994
1238138,india,Nicholas Williams,985538,Bucharest,521222,02/22/1994
1236045,america,Denny Weatcroft,988319,Portland,522133,07/20/1995
1235125,india,Hank Quinton,987339,Toledo,521877,08/20/1995
1236464,america,Rihanna Emmett,985584,St. Louis,522902,02/22/1994
1238797,india,Scarlett Yard,987812,Valetta,522905,02/22/1994
1238179,america,Eileen Vallins,988917,El Paso,521441,07/20/1995
1237314,india,Aiden Gaynor,988461,Anaheim,522492,08/20/1995
1236956,america,Carter Yarwood,986557,London,521994,02/22/1994
1236031,india,Anabel Russell,988723,Madrid,522094,02/22/1994
1238587,america,Savannah Widdows,986262,Glendale,522297,07/20/1995
1238801,india,Aiden Walker,988356,Oakland,521469,08/20/1995
1236107,america,Henry Ebden,988260,Miami,522255,02/22/1994
1235813,india,Tom Rowlands,985998,Irving,521668,02/22/1994
1238524,america,Mike Smith,985823,Lakewood,522388,07/20/1995
1237931,india,Adina Ebbs,987968,Madrid,521217,08/20/1995
1237951,america,Florence Veale,988966,Paris,521936,02/22/1994
1237551,india,Kurt Locke,985099,Washington,522312,02/22/1994
1234737,america,Maxwell Wright,986731,Madison,521603,07/20/1995
1236858,india,Adina Jordan,987858,Santa Ana,522509,08/20/1995
1237185,america,Alison Gates,988514,San Diego,521884,02/22/1994
1238964,india,Johnny Rust,985477,Hollywood,521725,02/22/1994
1237655,america,Tara Seymour,988828,Quebec,522847,07/20/1995
1236622,india,Savannah London,984868,Worcester,522399,08/20/1995
1235414,america,David May,986786,Salt Lake City,521386,02/22/1994
1236831,india,Ethan Mills,985867,Kansas City,521331,02/22/1994
1236211,america,Cameron Bennett,986009,New York,522252,07/20/1995
1236324,india,Marla Harris,987715,Salt Lake City,521253,08/20/1995
1236854,america,Valerie Parr,987882,Lyon,521323,02/22/1994
1237244,india,Daniel Kaur,986131,Escondido,521410,02/22/1994
1238556,america,Josh Matthews,984623,Venice,521462,07/20/1995
1237673,india,Catherine Price,984655,Toledo,521782,08/20/1995
1235441,america,Jackeline Thorpe,987660,Stockton,521585,02/22/1994
1235140,india,Tyson Tyler,985577,Louisville,521308,02/22/1994
1237414,america,Mavis Adams,985152,Fayetteville,521574,07/20/1995
1237508,india,Abdul Chadwick,988213,Oklahoma City,521146,08/20/1995
1236113,america,Daniel Radley,985822,Seattle,522352,02/22/1994
1237203,india,Hayden Owens,985805,San Diego,522964,02/22/1994
1235907,america,Chester Cassidy,985766,Sacramento,521984,07/20/1995
1237020,india,Noah Matthews,988325,Salt Lake City,522806,08/20/1995
1237415,america,Owen Murray,988635,Rome,522067,02/22/1994
1235509,india,Christy Dwyer,987246,Columbus,521384,02/22/1994
1237450,america,Mark Raven,985492,Quebec,522634,07/20/1995
1234648,india,Sebastian Groves,987666,Huntsville,521881,08/20/1995
1236888,america,Kieth Poulton,985832,Milwaukee,522725,02/22/1994
1235622,india,Angelique Murray,986880,London,521619,02/22/1994
1236161,america,Adelaide Thompson,987646,Zurich,522312,07/20/1995
1234620,india,Harry Oakley,984842,Santa Ana,521286,08/20/1995
1238511,america,Danny Tyler,987147,Fort Lauderdale,522671,02/22/1994
1236080,india,Holly Widdows,985395,New York,522380,02/22/1994
1238017,america,Elisabeth Cameron,985081,New York,521305,07/20/1995
1237428,india,Wade Gonzales,985910,Bellevue,522513,08/20/1995
1238733,america,Matt Ingham,988968,Long Beach,521505,02/22/1994
1238493,india,Jocelyn Lucas,986380,Henderson,522630,02/22/1994
1237563,america,Harvey Whatson,988474,Glendale,521300,07/20/1995
1238472,india,Danny Stewart,985855,St. Louis,522888,08/20/1995
1238782,america,David Lane,988894,Omaha,522698,02/22/1994
1236868,india,Tania Gibbons,987764,Tokyo,522960,02/22/1994
1236472,america,Benny Sinclair,985778,Madison,522201,07/20/1995
1237846,india,Agnes Blackwall,987873,El Paso,521342,08/20/1995
1238630,america,Rita Davies,985374,Saint Paul,521795,02/22/1994
1234598,india,Rosalyn Lindop,984970,St. Louis,521298,02/22/1994
1234652,america,Gemma Healy,985183,Phoenix,521173,07/20/1995
1236166,india,Nate Redden,986503,Paris,522731,08/20/1995
1236424,america,Tony John,986838,Berna,521929,02/22/1994
1234719,india,Benny Penn,985781,Louisville,522814,02/22/1994
1238823,america,Darlene Rothwell,987284,Phoenix,521320,07/20/1995
1236972,india,Mara Lomax,985557,Richmond,521557,08/20/1995
1237307,america,Gwen Potter,985763,Bellevue,522440,02/22/1994
1235226,india,Alexander Attwood,987730,El Paso,522591,02/22/1994
1235021,america,Sofie Styles,984785,Chicago,521416,07/20/1995
1236819,india,Rae Stone,986503,Albuquerque,522374,08/20/1995
1235971,america,Rocco Ianson,988298,Milano,522337,02/22/1994
1234689,india,Savannah Parr,987786,Laredo,522120,02/22/1994
1235877,america,Rosalyn Parker,986837,Paris,522381,07/20/1995
1237440,india,Aiden Kidd,988071,Innsbruck,522065,08/20/1995
1235123,america,Helen Radcliffe,988803,Sacramento,522326,02/22/1994
1234683,india,Jolene Bradshaw,988071,Wien,522732,02/22/1994
1237586,america,Carter Watson,985479,Cincinnati,522452,07/20/1995
1235667,india,Phillip Jones,986398,Dallas,522807,08/20/1995
1235950,america,Leroy Cadman,988344,Jacksonville,521892,02/22/1994
1237842,india,Francesca Edmonds,987879,Minneapolis,522195,02/22/1994
1236635,america,Boris Woodcock,987930,Moreno Valley,521622,07/20/1995
1235583,india,Hope Trent,985007,Huntsville,521737,08/20/1995
1235505,america,Wendy Redden,986264,Laredo,521680,02/22/1994
1237261,india,Barney Quinton,987141,Salt Lake City,521801,02/22/1994
1238820,america,Carter Dann,986644,Springfield,521683,07/20/1995
1237958,india,Anne Darcy,985155,Phoenix,521921,08/20/1995
1238257,america,Josh Kennedy,988612,Salem,522020,02/22/1994
1235668,india,Ruby Dwyer,988846,San Antonio,522534,02/22/1994
1236310,america,Denis Norman,985342,Wien,521594,07/20/1995
1236968,india,Anabel Adler,988563,Sacramento,521959,08/20/1995
1235452,america,Angela Parker,984819,Glendale,521484,02/22/1994
1236271,india,Chad Kirby,984837,Garland,521583,02/22/1994
1236924,america,Johnny Bryson,984862,Hayward,521733,07/20/1995
1234842,india,Aeris Gilbert,987787,Detroit,521449,08/20/1995
1235529,america,Taylor Campbell,985444,Lakewood,522458,02/22/1994
1236849,india,Rosemary Butler,988282,San Jose,521674,02/22/1994
1235424,america,Oliver Wright,985152,Kansas City,521480,07/20/1995
1236423,india,Abdul Ingram,985939,Bakersfield,521355,08/20/1995
1237147,america,Michael Mitchell,988926,Berlin,521752,02/22/1994
1235784,india,Mavis Butler,986367,Glendale,521385,02/22/1994
1237377,america,Gina Shaw,986633,Omaha,522790,07/20/1995
1237491,india,Alessandra Grey,986232,Nashville,521823,08/20/1995
1236043,america,Gil Harrison,984641,Lakewood,522204,02/22/1994
1238333,india,Gwenyth Stewart,984998,Philadelphia,522559,02/22/1994
1237103,america,Jack Rigg,985434,Long Beach,521675,07/20/1995
1236783,india,Sabrina Ingham,986116,Phoenix,522831,08/20/1995
1235215,america,Erin Weatcroft,988369,Boston,521347,02/22/1994
1236518,india,Clarissa Clayton,987387,Laredo,522267,02/22/1994
1238280,america,Marie Latham,987793,Denver,522705,07/20/1995
1238920,india,Rylee Weldon,984929,Richmond,521420,08/20/1995
1238330,america,Barney Benson,985219,Valetta,522824,02/22/1994
1235464,india,Maggie Fox,985443,St. Louis,522236,02/22/1994
1234678,america,Ryan Hepburn,985187,Baltimore,522679,07/20/1995
1234802,india,Ron Evans,985978,Baltimore,521564,08/20/1995
1235399,america,John Moran,987520,Detroit,521939,02/22/1994
1238220,india,Anne Marshall,987325,Milwaukee,521842,02/22/1994
1237349,america,Karen Edwards,984651,London,522149,07/20/1995
1236927,india,Daniel Avery,984627,Anaheim,522260,08/20/1995
1234953,america,Bethany Eagle,985389,Prague,521483,02/22/1994
1238725,india,Logan Harris,987958,Rome,522668,02/22/1994
1235089,america,Raquel Moss,987469,Colorado Springs,522083,07/20/1995
1236646,india,Anabel Appleton,986194,Tokyo,521992,08/20/1995
1234717,america,Ellen Hope,987342,Pittsburgh,522572,02/22/1994
1238961,india,Monica Rothwell,986362,Fullerton,522969,02/22/1994
1235685,america,Noah Dixon,987734,Madrid,522284,07/20/1995
1238117,india,George Swift,987120,Long Beach,522308,08/20/1995
1237970,america,Barry Williams,984969,Glendale,521173,02/22/1994
1238026,india,Maxwell Cattell,987863,Tokyo,522177,02/22/1994
1236348,america,Matt Butler,987414,Denver,521447,07/20/1995
1235352,india,Doug Moran,988242,Louisville,521382,08/20/1995
1235189,america,Chadwick Goldsmith,987054,New Orleans,522205,02/22/1994
1238177,india,Carissa Emerson,986271,Amarillo,522956,02/22/1994
1234942,america,Dani Penn,986213,Memphis,521261,07/20/1995
1238047,india,Keira Jarrett,988772,Reno,522780,08/20/1995
1235909,america,Candace Harrison,985105,Denver,522049,02/22/1994
1235595,india,Mabel Fulton,988727,Arlington,522749,02/22/1994
1236194,america,Emery Pratt,987961,Fullerton,521177,07/20/1995
1236284,india,Maxwell Pope,988911,New York,521267,08/20/1995
1238213,america,Analise Gallacher,988202,Lancaster,521569,02/22/1994
1238283,india,Julian Pope,985638,Cincinnati,522822,02/22/1994
1237814,america,Madelyn Rees,987828,Columbus,522515,07/20/1995
1235374,india,Parker Rodwell,988595,Orlando,522323,08/20/1995
1235683,america,Mandy Whinter,988537,Tallahassee,522579,02/22/1994
1235235,india,Caleb Nelson,986557,Bakersfield,521124,02/22/1994
1238535,america,Anabelle Harvey,988613,Lakewood,522711,07/20/1995
1238390,india,William Evans,986053,Denver,521439,08/20/1995
1238728,america,Hank Watt,985329,Moreno Valley,521205,02/22/1994
1237379,india,Paige Rehman,987185,Las Vegas,522061,02/22/1994
1234861,america,Martin Rust,986233,Arlington,522348,07/20/1995
1237616,india,Domenic Bowen,985983,Escondido,522332,08/20/1995
1237981,america,Chester Holt,988011,Paris,522199,02/22/1994
1235106,india,Bryon Stone,985280,Tallahassee,522978,02/22/1994
1237110,america,Peter Brown,985453,Saint Paul,521923,07/20/1995
1235053,india,Felicity Coates,988227,San Antonio,521695,08/20/1995
1238761,america,Emmanuelle Irwin,987194,Berlin,521839,02/22/1994
1237720,india,Noah Chapman,985801,Baltimore,522738,02/22/1994
1236484,america,Luke Johnson,985845,Bakersfield,522762,07/20/1995
1237662,india,Cedrick Varndell,988355,Ontario,522366,08/20/1995
1238574,america,Winnie Gordon,987220,Prague,522143,02/22/1994
1236785,india,Cedrick Jenkins,985456,Anaheim,522810,02/22/1994
1238575,america,Zoe Burnley,987681,Fremont,521485,07/20/1995
1236281,india,Joy Gray,987374,San Bernardino,521346,08/20/1995
1235385,america,Denis Mitchell,988650,Milwaukee,522792,02/22/1994
1237746,india,Josh Bryant,988549,Prague,522518,02/22/1994
1235014,america,Karen Hilton,986633,Worcester,521784,07/20/1995
1238052,india,Johnathan Uttley,988486,Hollywood,522282,08/20/1995
1238892,america,Danny Buckley,985785,Venice,522650,02/22/1994
1235154,india,Jane Newman,987795,Anaheim,522783,02/22/1994
1234831,america,Felicity Eyres,986451,Murfreesboro,522600,07/20/1995
1238426,india,Chloe Nicolas,986950,Zurich,522297,08/20/1995
1235133,america,Ryan Edwards,987813,Garland,521843,02/22/1994
