accountid,country_code,firstname,lastname,profileid,address,dob,city,zip_code
1234792,ind,Natalie,Morris,988232,"New Orleans,522893",20-08-1995,Houston,521450
1238841,usa,Rihanna,Graves,985283,"Ontario,522741",22-02-1994,New Orleans,522893
1238232,ind,Julianna,Terry,986319,"Orlando,522818",22-02-1994,Ontario,522741
1237134,usa,David,Myatt,988142,"Fayetteville,521505",20-07-1995,Orlando,522818
1234928,ind,Iris,Campbell,986248,"Prague,521571",20-08-1995,Fayetteville,521505
1238873,usa,Chuck,Newman,988442,"Scottsdale,522078",22-02-1994,Prague,521571
1235237,ind,Harriet,Yang,988642,"Long Beach,522507",22-02-1994,Scottsdale,522078
1235162,usa,Luke,Sheldon,987052,"Garland,522723",20-07-1995,Long Beach,522507
1236642,ind,Barney,Michael,986961,"St. Louis,522883",20-08-1995,Garland,522723
1238706,usa,Anabelle,Skinner,984954,"Henderson,521989",22-02-1994,St. Louis,522883
1235314,ind,Elise,Mullins,985222,"San Francisco,521312",22-02-1994,Henderson,521989
1237481,usa,Lara,Nicholls,987711,"Baltimore,521332",20-07-1995,San Francisco,521312
1238265,ind,Melania,Lewin,986445,"Bucharest,522722",20-08-1995,Baltimore,521332
1235165,usa,Blake,Torres,984788,"Charlotte,522425",22-02-1994,Bucharest,522722
1238862,ind,John,Mann,988427,"Murfreesboro,522631",22-02-1994,Charlotte,522425
1236838,usa,Celina,Uttley,984618,"Quebec,522951",20-07-1995,Murfreesboro,522631
1235422,ind,Faith,Gray,987270,"Saint Paul,521567",20-08-1995,Quebec,522951
1237791,usa,Roger,Attwood,987864,"Salt Lake City,522325",22-02-1994,Saint Paul,521567
1237798,ind,Daron,Trent,987791,"Berna,521183",22-02-1994,Salt Lake City,522325
1238643,usa,Melody,Hammond,986074,"Quebec,521247",20-07-1995,Berna,521183
1238029,ind,Rihanna,Armstrong,988071,"Lancaster,521364",20-08-1995,Quebec,521247
1234932,usa,Phillip,Hunt,987182,"Denver,522817",22-02-1994,Lancaster,521364
1238985,ind,Kurt,Camden,984756,"St. Louis,522684",22-02-1994,Denver,522817
1238123,usa,Bryce,Morris,987025,"Columbus,522618",20-07-1995,St. Louis,522684
1234749,ind,Jamie,Spencer,985322,"Houston,522103",20-08-1995,Columbus,522618
1238198,usa,Ronald,Tutton,986415,"New York,522070",22-02-1994,Houston,522103
1236142,ind,Hayden,Driscoll,986869,"Detroit,522004",22-02-1994,New York,522070
1238194,usa,Isla,Riley,986952,"Laredo,521673",20-07-1995,Detroit,522004
1237204,ind,Mary,Holmes,988456,"Lancaster,522566",20-08-1995,Laredo,521673
1238532,usa,Anthony,Parker,986597,"New Orleans,521515",22-02-1994,Lancaster,522566
1235528,ind,Chris,Whinter,986768,"Laredo,522792",22-02-1994,New Orleans,521515
1235576,usa,Havana,Crawley,988544,"Charlotte,521130",20-07-1995,Laredo,522792
1235148,ind,Beatrice,Bailey,988695,"Chicago,521191",20-08-1995,Charlotte,521130
1238094,usa,Elise,Haines,985857,"Bakersfield,522344",22-02-1994,Chicago,521191
1237883,ind,Denny,Graham,986898,"Jacksonville,522710",22-02-1994,Bakersfield,522344
1238420,usa,Gil,Eaton,988514,"Atlanta,521967",20-07-1995,Jacksonville,522710
1236557,ind,Bob,Cork,985971,"Valetta,521596",20-08-1995,Atlanta,521967
1235179,usa,Denis,Cassidy,986678,"Memphis,521163",22-02-1994,Valetta,521596
1234729,ind,Domenic,Franks,988292,"Sacramento,522761",22-02-1994,Memphis,521163
1235607,usa,Tom,Partridge,986155,"Honolulu,522782",20-07-1995,Sacramento,522761
1237473,ind,Ivette,Rigg,986841,"Memphis,522834",20-08-1995,Honolulu,522782
1234614,usa,Kieth,Matthews,988812,"Anaheim,521268",22-02-1994,Memphis,522834
1235969,ind,Susan,Baldwin,985843,"Baltimore,521699",22-02-1994,Anaheim,521268
1235556,usa,Danny,Emmett,988543,"Ontario,522553",20-07-1995,Baltimore,521699
1238508,ind,Miley,Thomas,987705,"Fayetteville,522576",20-08-1995,Ontario,522553
1236449,usa,Angela,Newman,988331,"Valetta,521982",22-02-1994,Fayetteville,522576
1238605,ind,Jack,May,988375,"Irving,522634",22-02-1994,Valetta,521982
1237759,usa,Michael,Appleton,988858,"Pittsburgh,522313",20-07-1995,Irving,522634
1234922,ind,Wade,Corbett,985899,"Rochester,521738",20-08-1995,Pittsburgh,522313
1237390,usa,Shay,Hewitt,985989,"Charlotte,522711",22-02-1994,Rochester,521738
1238381,ind,Sloane,Zaoui,988997,"Berna,521660",22-02-1994,Charlotte,522711
1236521,usa,Rosemary,Jefferson,984718,"Saint Paul,522226",20-07-1995,Berna,521660
1236855,ind,Samara,Bristow,988598,"Miami,521882",20-08-1995,Saint Paul,522226
1238533,usa,Leroy,Robertson,988614,"Madrid,522927",22-02-1994,Miami,521882
1237484,ind,Rosalie,Harris,985681,"Springfield,522413",22-02-1994,Madrid,522927
1236093,usa,Teagan,Dallas,984639,"Bakersfield,522535",20-07-1995,Springfield,522413
1236413,ind,Angela,Selby,986996,"Zurich,522499",20-08-1995,Bakersfield,522535
1235214,usa,Adina,Riley,988217,"Louisville,521407",22-02-1994,Zurich,522499
1238181,ind,Josh,Lane,987005,"Detroit,522017",22-02-1994,Louisville,521407
1236728,usa,Carla,Barrett,984734,"Springfield,521561",20-07-1995,Detroit,522017
1236647,ind,John,Summers,984678,"Henderson,521226",20-08-1995,Springfield,521561
1236674,usa,Regina,Lloyd,986144,"Norfolk,522428",22-02-1994,Henderson,521226
1237914,ind,Hayden,Giles,987449,"Philadelphia,522612",22-02-1994,Norfolk,522428
1237122,usa,Audrey,Osmond,985554,"Boston,521706",20-07-1995,Philadelphia,522612
1236234,ind,Javier,Leslie,987301,"New York,521377",20-08-1995,Boston,521706
1235727,usa,Hannah,Hogg,986434,"Louisville,522583",22-02-1994,New York,521377
1236797,ind,Phillip,Rowe,987686,"Bucharest,521170",22-02-1994,Louisville,522583
1237682,usa,Cedrick,Drake,986979,"Prague,522690",20-07-1995,Bucharest,521170
1235684,ind,Sydney,Clifton,985853,"Berlin,522165",20-08-1995,Prague,522690
1236913,usa,Zara,Dwyer,987496,"Innsbruck,521573",22-02-1994,Berlin,522165
1235203,ind,Joseph,Morgan,988092,"Innsbruck,522674",22-02-1994,Innsbruck,521573
1238973,usa,Chuck,Hudson,988765,"San Bernardino,521525",20-07-1995,Innsbruck,522674
1237145,ind,Wade,Hammond,986866,"Murfreesboro,521870",20-08-1995,San Bernardino,521525
1235262,usa,Destiny,Patel,987106,"Santa Ana,521831",22-02-1994,Murfreesboro,521870
1235709,ind,Tyler,Fall,988043,"Lancaster,522425",22-02-1994,Santa Ana,521831
1234660,usa,Jack,Alexander,985016,"Saint Paul,522091",20-07-1995,Lancaster,522425
1236633,ind,Nick,Vass,985609,"Sacramento,521607",20-08-1995,Saint Paul,522091
1236179,usa,Eduardo,Lee,986700,"Lincoln,521126",22-02-1994,Sacramento,521607
1235694,ind,Roger,Mcneill,987928,"Louisville,522894",22-02-1994,Lincoln,521126
1235114,usa,Judith,Doherty,988750,"Tallahassee,522980",20-07-1995,Louisville,522894
1234653,ind,David,Moore,987581,"Stockton,522321",20-08-1995,Tallahassee,522980
1237108,usa,Gina,Fox,988197,"Detroit,522878",22-02-1994,Stockton,522321
1235516,ind,Rita,Cadman,985007,"Long Beach,522875",22-02-1994,Detroit,522878
1235920,usa,Evelynn,Rogan,985760,"New York,521937",20-07-1995,Long Beach,522875
1235536,ind,Danny,Grady,985712,"Murfreesboro,522726",20-08-1995,New York,521937
1234613,usa,Adela,Nicolas,987978,"Hayward,522072",22-02-1994,Murfreesboro,522726
1235392,ind,Maxwell,Hopkinson,987537,"Reno,522249",22-02-1994,Hayward,522072
1237333,usa,Harvey,Hunt,984692,"Fremont,521572",20-07-1995,Reno,522249
1236022,ind,Elisabeth,Griffiths,986408,"Zurich,522531",20-08-1995,Fremont,521572
1234624,usa,Ron,Malone,986318,"Norfolk,521403",22-02-1994,Zurich,522531
1234859,ind,Kurt,Harrison,987995,"San Antonio,522076",22-02-1994,Norfolk,521403
1238734,usa,Camden,Mason,988439,"Cincinnati,522470",20-07-1995,San Antonio,522076
1237043,ind,Jacob,Ingram,985088,"Detroit,522404",20-08-1995,Cincinnati,522470
1234986,usa,Boris,Bingham,986210,"San Bernardino,521857",22-02-1994,Detroit,522404
1237288,ind,Julian,Gordon,987505,"Richmond,521236",22-02-1994,San Bernardino,521857
1237194,usa,Bree,Milner,985234,"Milwaukee,522367",20-07-1995,Richmond,521236
1238960,ind,Kieth,Vallory,987016,"Paris,521544",20-08-1995,Milwaukee,522367
1235120,usa,Chuck,Cassidy,988975,"Otawa,521641",22-02-1994,Paris,521544
1238887,ind,Barney,Bullock,986055,"Seattle,522566",22-02-1994,Otawa,521641
1235286,usa,Vicky,Smith,985342,"Wien,522032",20-07-1995,Seattle,522566
1234857,ind,Jackeline,Thorne,985877,"San Jose,522184",20-08-1995,Wien,522032
1234968,usa,Alan,Strong,986362,"Laredo,522181",22-02-1994,San Jose,522184
1236696,ind,Joseph,Ring,985720,"London,522778",22-02-1994,Laredo,522181
1238253,usa,Gabriel,Lindop,986909,"Dallas,521187",20-07-1995,London,522778
1238424,ind,Harry,Duvall,986124,"Detroit,522684",20-08-1995,Dallas,521187
1237749,usa,Chadwick,Bowen,985384,"London,522574",22-02-1994,Detroit,522684
1236720,ind,Adelaide,Allcott,988184,"Salem,521619",22-02-1994,London,522574
1237410,usa,Jayden,Tyler,984717,"Kansas City,522656",20-07-1995,Salem,521619
1238963,ind,Thea,Redfern,986405,"Berna,521345",20-08-1995,Kansas City,522656
1236848,usa,Hazel,Rowe,986310,"Stockton,521133",22-02-1994,Berna,521345
1235664,ind,Marissa,Denton,988835,"Columbus,521364",22-02-1994,Stockton,521133
1238002,usa,Carol,Hancock,987093,"Dallas,522496",20-07-1995,Columbus,521364
1238836,ind,Barry,Yard,988070,"Madrid,522671",20-08-1995,Dallas,522496
1237573,usa,Michael,Attwood,987558,"Tallahassee,521271",22-02-1994,Madrid,522671
1237310,ind,Callie,Cann,986152,"Tallahassee,521253",22-02-1994,Tallahassee,521271
1236288,usa,David,Amstead,987708,"Lakewood,522513",20-07-1995,Tallahassee,521253
1234995,ind,Cassidy,King,988537,"Baltimore,521155",20-08-1995,Lakewood,522513
1235329,usa,John,Miller,987199,"Irving,522177",22-02-1994,Baltimore,521155
1238106,ind,Johnathan,Harris,984686,"Anaheim,522233",22-02-1994,Irving,522177
1236887,usa,Rosalie,Dobson,987862,"Paris,521141",20-07-1995,Anaheim,522233
1238849,ind,Louise,Mcneill,985419,"San Antonio,521662",20-08-1995,Paris,521141
1238852,usa,Nate,May,988376,"Bellevue,521738",22-02-1994,San Antonio,521662
1237677,ind,Nate,Graves,987503,"Berlin,522667",22-02-1994,Bellevue,521738
1237534,usa,Paula,Riley,986898,"Glendale,521736",20-07-1995,Berlin,522667
1238284,ind,Boris,Poulton,988339,"Springfield,522460",20-08-1995,Glendale,521736
1236637,usa,Judith,Alldridge,985852,"Moreno Valley,522532",22-02-1994,Springfield,522460
1235987,ind,Tyson,Martin,987626,"Miami,521189",22-02-1994,Moreno Valley,522532
1235363,usa,Mavis,Casey,984812,"Toledo,521485",20-07-1995,Miami,521189
1234582,ind,Lucy,Vane,985942,"Jacksonville,522383",20-08-1995,Toledo,521485
1234592,usa,Brad,Williams,986395,"Albuquerque,521667",22-02-1994,Jacksonville,522383
1236008,ind,Bryon,Cunningham,986724,"Los Angeles,521845",22-02-1994,Albuquerque,521667
1238240,usa,Harvey,Brock,985929,"Hollywood,522654",20-07-1995,Los Angeles,521845
1237289,ind,Cadence,Saunders,985693,"Fort Lauderdale,521136",20-08-1995,Hollywood,522654
1235010,usa,Faith,Stevenson,985207,"Jacksonville,521531",22-02-1994,Fort Lauderdale,521136
1234756,ind,Lynn,Lakey,986709,"Moreno Valley,522585",22-02-1994,Jacksonville,521531
1237452,usa,Matt,James,987484,"Tulsa,522714",20-07-1995,Moreno Valley,522585
1235251,ind,Barry,Avery,987992,"San Jose,522209",20-08-1995,Tulsa,522714
1238304,usa,Claire,Flack,985638,"Paris,522390",22-02-1994,San Jose,522209
1235256,ind,Britney,Ellery,984662,"Albuquerque,522240",22-02-1994,Paris,522390
1234864,usa,Tony,Todd,987001,"Omaha,521559",20-07-1995,Albuquerque,522240
1238457,ind,Sage,Ogilvy,987066,"Indianapolis,521444",20-08-1995,Omaha,521559
1234830,usa,Michael,Whinter,985714,"Jacksonville,521314",22-02-1994,Indianapolis,521444
1237045,ind,Greta,Moore,986502,"Reno,521580",22-02-1994,Jacksonville,521314
1235005,usa,Rick,Reid,984984,"London,521983",20-07-1995,Reno,521580
1234674,ind,Regina,Foxley,987731,"Kansas City,522414",20-08-1995,London,521983
1236724,usa,Matthew,Ballard,985943,"Columbus,521368",22-02-1994,Kansas City,522414
1235270,ind,Kimberly,Underhill,984665,"Rome,522934",22-02-1994,Columbus,521368
1237530,usa,Benjamin,Whitmore,986719,"Detroit,521322",20-07-1995,Rome,522934
1237365,ind,Bristol,Johnson,988532,"Atlanta,522421",20-08-1995,Detroit,521322
1236095,usa,Tania,Cartwright,986286,"Madrid,521136",22-02-1994,Atlanta,522421
1238893,ind,Lucas,Dillon,988564,"Amarillo,522907",22-02-1994,Madrid,521136
1235988,usa,Martin,Norton,985744,"Hollywood,521554",20-07-1995,Amarillo,522907
1236602,ind,Chadwick,Wise,986860,"Detroit,522574",20-08-1995,Hollywood,521554
1235016,usa,Cecilia,Moore,988816,"Henderson,522273",22-02-1994,Detroit,522574
1237911,ind,John,Furnell,986920,"Berna,521914",22-02-1994,Henderson,522273
1237143,usa,Kendra,Raven,985285,"Madrid,521197",20-07-1995,Berna,521914
1238429,ind,Kurt,Shields,986976,"Lyon,521399",20-08-1995,Madrid,521197
1237116,usa,Nate,Stubbs,988140,"Louisville,522243",22-02-1994,Lyon,521399
1234625,ind,Leroy,Nobbs,988650,"Atlanta,521318",22-02-1994,Louisville,522243
1237434,usa,Jayden,Foxley,987118,"Atlanta,521281",20-07-1995,Atlanta,521318
1234777,ind,Josephine,Huggins,986839,"Bakersfield,522602",20-08-1995,Atlanta,521281
1237924,usa,Ruth,Carter,987379,"San Jose,521366",22-02-1994,Bakersfield,522602
1235152,ind,Harriet,Roscoe,986039,"Madrid,522417",22-02-1994,San Jose,521366
1235503,usa,Sofie,Hobson,986619,"Detroit,522848",20-07-1995,Madrid,522417
1238680,ind,Dorothy,Oliver,988590,"Stockton,521618",20-08-1995,Detroit,522848
1235883,usa,Rachael,Gallacher,985945,"Berna,522581",22-02-1994,Stockton,521618
1235715,ind,Candace,Todd,985992,"Dallas,521561",22-02-1994,Berna,522581
1235360,usa,Gil,Hardwick,986512,"Garland,521145",20-07-1995,Dallas,521561
1237740,ind,Nate,Lyon,987085,"Salt Lake City,522383",20-08-1995,Garland,521145
1236260,usa,Danielle,Fisher,987868,"Laredo,522290",22-02-1994,Salt Lake City,522383
1238127,ind,Melinda,Locke,988944,"Atlanta,521406",22-02-1994,Laredo,522290
1236718,usa,Mona,Lane,988787,"Oklahoma City,522820",20-07-1995,Atlanta,521406
1238875,ind,Camila,Gosling,986653,"Lisbon,522660",20-08-1995,Oklahoma City,522820
1237613,usa,Cassandra,Brooks,985972,"Santa Ana,522434",22-02-1994,Lisbon,522660
1235479,ind,Ilona,Owen,986946,"Lisbon,522117",22-02-1994,Santa Ana,522434
1238992,usa,Camellia,Connell,985442,"San Antonio,522826",20-07-1995,Lisbon,522117
1236995,ind,Peter,Wigley,987222,"Worcester,522591",20-08-1995,San Antonio,522826
1235948,usa,Margot,Lloyd,986706,"Berna,521552",22-02-1994,Worcester,522591
1237009,ind,Bethany,Gordon,987110,"Arlington,521283",22-02-1994,Berna,521552
1236343,usa,Julia,Cobb,987388,"Philadelphia,521486",20-07-1995,Arlington,521283
1236680,ind,Aeris,Ryan,988002,"Moreno Valley,522642",20-08-1995,Philadelphia,521486
1236277,usa,Abdul,Rixon,988126,"Salem,522357",22-02-1994,Moreno Valley,522642
1236538,ind,Sabrina,Judd,985949,"Baltimore,521883",22-02-1994,Salem,522357
1235273,usa,Alexa,Judd,987352,"Innsbruck,521146",20-07-1995,Baltimore,521883
1237741,ind,Eden,Abbey,985250,"Atlanta,521124",20-08-1995,Innsbruck,521146
1234630,usa,Mackenzie,Doherty,987722,"St. Louis,522689",22-02-1994,Atlanta,521124
1238736,ind,Rocco,Campbell,985848,"Rochester,521578",22-02-1994,St. Louis,522689
1237550,usa,Johnathan,Johnson,987926,"Prague,522245",20-07-1995,Rochester,521578
1238412,ind,Bart,Whinter,988087,"Louisville,522697",20-08-1995,Prague,522245
1237574,usa,Renee,Thornton,985412,"Quebec,522655",22-02-1994,Louisville,522697
1237249,ind,Brooklyn,Archer,985867,"Columbus,522689",22-02-1994,Quebec,522655
1235369,usa,Chris,Roth,988038,"New York,521337",20-07-1995,Columbus,522689
1235772,ind,Jack,Casey,984783,"Garland,521930",20-08-1995,New York,521337
1235102,usa,Benny,Gregory,988829,"Miami,522533",22-02-1994,Garland,521930
1235848,ind,Ramon,Simpson,987972,"Philadelphia,521618",22-02-1994,Miami,522533
1237761,usa,Margaret,Morris,988546,"Detroit,521980",20-07-1995,Philadelphia,521618
1235952,ind,Barney,Becker,988047,"Salem,521159",20-08-1995,Detroit,521980
1237635,usa,Janelle,Lunt,987966,"Bakersfield,522648",22-02-1994,Salem,521159
1235572,ind,Adina,Lowe,985912,"Wien,522510",22-02-1994,Bakersfield,522648
1235560,usa,Phillip,Dixon,986677,"Ontario,522759",20-07-1995,Wien,522510
1238285,ind,Hayden,Burge,987488,"Cincinnati,522195",20-08-1995,Ontario,522759
1236559,usa,Carmen,Kelly,984879,"Phoenix,522250",22-02-1994,Cincinnati,522195
1235425,ind,Penny,Duvall,987269,"Laredo,521897",22-02-1994,Phoenix,522250
1234662,usa,Jaylene,Atkinson,985188,"Fullerton,522373",20-07-1995,Laredo,521897
1236347,ind,Nicholas,Gray,987328,"New York,521206",20-08-1995,Fullerton,522373
1235789,usa,Piper,Silva,985164,"Los Angeles,522793",22-02-1994,New York,521206
1236162,ind,Savannah,Barclay,988818,"Tokyo,521151",22-02-1994,Los Angeles,522793
1238408,usa,Nathan,Partridge,988689,"San Francisco,521363",20-07-1995,Tokyo,521151
1234806,ind,Abbey,Brett,987766,"Salem,521516",20-08-1995,San Francisco,521363
1238130,usa,Janelle,Allcott,985721,"Zurich,521776",22-02-1994,Salem,521516
1236122,ind,Adeline,Gilbert,987078,"Bellevue,522036",22-02-1994,Zurich,521776
1238450,usa,Kimberly,Newman,986201,"Las Vegas,521560",20-07-1995,Bellevue,522036
1236145,ind,Aiden,Connell,987817,"Pittsburgh,521568",20-08-1995,Las Vegas,521560
1237604,usa,Bridget,Fox,986854,"Prague,521347",22-02-1994,Pittsburgh,521568
1236729,ind,Bryon,Jordan,987712,"Springfield,521264",22-02-1994,Prague,521347
1237546,usa,Angelica,Ballard,986856,"Murfreesboro,521582",20-07-1995,Springfield,521264
1238204,ind,Denny,Wright,987160,"Columbus,522657",20-08-1995,Murfreesboro,521582
1236130,usa,Lucas,Hall,988995,"Lincoln,522103",22-02-1994,Columbus,522657
1235443,ind,Bob,Brooks,985961,"Colorado Springs,521145",22-02-1994,Lincoln,522103
1234912,usa,Gil,Morris,985323,"Tokyo,522628",20-07-1995,Colorado Springs,521145
1235079,ind,Erick,Booth,984804,"Tallahassee,521442",20-08-1995,Tokyo,522628
1234880,usa,Rowan,Thorpe,985454,"Fayetteville,521749",22-02-1994,Tallahassee,521442
1238941,ind,Meredith,Vass,986579,"Indianapolis,522021",22-02-1994,Fayetteville,521749
1238914,usa,Liam,Hobbs,988191,"Houston,521628",20-07-1995,Indianapolis,522021
1237015,ind,Alessandra,Miller,985338,"Richmond,522357",20-08-1995,Houston,521628
1235297,usa,Amelia,Bryant,986620,"San Francisco,521270",22-02-1994,Richmond,522357
1237418,ind,Denis,Morley,985175,"Denver,521301",22-02-1994,San Francisco,521270
1237275,usa,Phillip,Blackburn,985177,"Norfolk,521900",20-07-1995,Denver,521301
1238384,ind,Aiden,Blythe,987097,"Venice,522704",20-08-1995,Norfolk,521900
1237380,usa,Carl,Campbell,988419,"Phoenix,522599",22-02-1994,Venice,522704
1237688,ind,Sebastian,Morgan,987990,"Charlotte,521739",22-02-1994,Phoenix,522599
1237455,usa,Bryon,Donovan,984707,"Los Angeles,521229",20-07-1995,Charlotte,521739
1238365,ind,Piper,Potter,986250,"El Paso,521231",20-08-1995,Los Angeles,521229
1237701,usa,Sebastian,Squire,986524,"El Paso,521882",22-02-1994,El Paso,521231
1236102,ind,John,Cox,985486,"Stockton,522083",22-02-1994,El Paso,521882
1234631,usa,David,Vollans,988761,"Lakewood,521188",20-07-1995,Stockton,522083
1236714,ind,Taylor,Andrews,985012,"Lisbon,521754",20-08-1995,Lakewood,521188
1237282,usa,Domenic,Emmett,985365,"Boston,522283",22-02-1994,Lisbon,521754
1238018,ind,Georgia,Dubois,988935,"Oklahoma City,521712",22-02-1994,Boston,522283
1237737,usa,Rita,Ross,988610,"El Paso,522378",20-07-1995,Oklahoma City,521712
1236682,ind,Mike,Becker,988771,"Lincoln,521527",20-08-1995,El Paso,522378
1236062,usa,Denis,Rothwell,987706,"Bridgeport,522518",22-02-1994,Lincoln,521527
1235004,ind,Adeline,Lewin,985015,"Escondido,522521",22-02-1994,Bridgeport,522518
1237774,usa,Clarissa,Harris,985894,"San Bernardino,522890",20-07-1995,Escondido,522521
1234746,ind,Josephine,Woodcock,987044,"Bellevue,522081",20-08-1995,San Bernardino,522890
1236824,usa,Benjamin,Goldsmith,988037,"Richmond,521668",22-02-1994,Bellevue,522081
1238199,ind,Harriet,Saunders,984708,"Tokyo,522247",22-02-1994,Richmond,521668
1234588,usa,Carter,Terry,985607,"Baltimore,521187",20-07-1995,Tokyo,522247
1236148,ind,Claire,Samuel,985121,"Cincinnati,522567",20-08-1995,Baltimore,521187
1235600,usa,Chadwick,Bradshaw,988643,"Worcester,521259",22-02-1994,Cincinnati,522567
1237400,ind,Jayden,Vaughan,984951,"New Orleans,522871",22-02-1994,Worcester,521259
1235967,usa,Leslie,Bishop,987231,"Paris,522605",20-07-1995,New Orleans,522871
1238274,ind,Daphne,Booth,986604,"Albuquerque,522208",20-08-1995,Paris,522605
1236487,usa,Megan,Hill,988856,"Los Angeles,522858",22-02-1994,Albuquerque,522208
1236219,ind,Matt,Franks,986914,"Madison,522447",22-02-1994,Los Angeles,522858
1238738,usa,Tara,Salt,988825,"Fullerton,522333",20-07-1995,Madison,522447
1236184,ind,Kieth,Stark,986569,"Springfield,522321",20-08-1995,Fullerton,522333
1237729,usa,Trisha,Wilkinson,986206,"Lisbon,522352",22-02-1994,Springfield,522321
1237468,ind,Hailey,Graves,987106,"Honolulu,522806",22-02-1994,Lisbon,522352
1236668,usa,Mason,Gosling,986407,"Nashville,522416",20-07-1995,Honolulu,522806
1236171,ind,Alma,Flanders,988162,"Honolulu,522544",20-08-1995,Nashville,522416
1237375,usa,Owen,Selby,988651,"Fort Lauderdale,521262",22-02-1994,Honolulu,522544
1236134,ind,Vanessa,Marshall,988317,"Bucharest,522160",22-02-1994,Fort Lauderdale,521262
1236745,usa,Barney,Emmott,988634,"Rochester,522255",20-07-1995,Bucharest,522160
1237526,ind,Elijah,Mullins,984742,"Wien,522784",20-08-1995,Rochester,522255
1237538,usa,Priscilla,Woodley,987005,"Seattle,522350",22-02-1994,Wien,522784
1234736,ind,Carl,Tobin,988956,"Salt Lake City,521145",22-02-1994,Seattle,522350
1238087,usa,Evie,Baxter,986761,"Salt Lake City,522388",20-07-1995,Salt Lake City,521145
1235487,ind,Belinda,Thatcher,986841,"Los Angeles,522022",20-08-1995,Salt Lake City,522388
1238716,usa,Enoch,Flack,985286,"Las Vegas,522474",22-02-1994,Los Angeles,522022
1238377,ind,Abdul,Simmons,985000,"Huntsville,521655",22-02-1994,Las Vegas,522474
1235843,usa,Angel,Phillips,987851,"Oakland,521477",20-07-1995,Huntsville,521655
1236057,ind,Javier,Skinner,987253,"Bellevue,522152",20-08-1995,Oakland,521477
1238851,usa,Erick,Gonzales,986318,"Madison,521240",22-02-1994,Bellevue,522152
1235845,ind,Fred,Swift,988560,"Milano,521211",22-02-1994,Madison,521240
1237950,usa,David,Raven,985219,"Lisbon,521510",20-07-1995,Milano,521211
1238534,ind,Jenna,Rixon,985516,"Lancaster,522126",20-08-1995,Lisbon,521510
1236581,usa,Barry,Bloom,987106,"San Jose,522328",22-02-1994,Lancaster,522126
1237968,ind,Jacob,James,985845,"Los Angeles,522504",22-02-1994,San Jose,522328
1238136,usa,Barney,Dubois,986302,"Boston,522429",20-07-1995,Los Angeles,522504
1236817,ind,Ruth,Noon,986232,"Los Angeles,521418",20-08-1995,Boston,522429
1234669,usa,Violet,Vangness,987078,"Springfield,521813",22-02-1994,Los Angeles,521418
1234762,ind,Michaela,Walton,986087,"Pittsburgh,521282",22-02-1994,Springfield,521813
1235272,usa,Sharon,Coates,987884,"Denver,522396",20-07-1995,Pittsburgh,521282
1236088,ind,Sabrina,Asher,988892,"El Paso,522372",20-08-1995,Denver,522396
1238406,usa,Henry,Wood,987429,"New York,521479",22-02-1994,El Paso,522372
1235523,ind,Danny,Stone ,987490,"Oklahoma City,522746",22-02-1994,New York,521479
1237478,usa,Chad,Rainford,987041,"Reno,522210",20-07-1995,Oklahoma City,522746
1234856,ind,Jack,Underhill,987654,"Las Vegas,522575",20-08-1995,Reno,522210
1235338,usa,Clint,Hardwick,984825,"Indianapolis,521287",22-02-1994,Las Vegas,522575
1236588,ind,Maia,Wright,985243,"San Bernardino,522904",22-02-1994,Indianapolis,521287
1234921,usa,Nick,Smith,988814,"El Paso,522116",20-07-1995,San Bernardino,522904
1235483,ind,Laila,Lloyd,988021,"Escondido,522255",20-08-1995,El Paso,522116
1237763,usa,Nick,King,987336,"Louisville,521520",22-02-1994,Escondido,522255
1238884,ind,Shay,Stubbs,987507,"Sacramento,521452",22-02-1994,Louisville,521520
1237506,usa,Destiny,James,987578,"Louisville,522717",20-07-1995,Sacramento,521452
1236407,ind,Nick,Dobson,986128,"Ontario,521505",20-08-1995,Louisville,522717
1235043,usa,Barry,Ulyatt,987796,"Tulsa,522194",22-02-1994,Ontario,521505
1238303,ind,Barry,Uttridge,985844,"Baltimore,522137",22-02-1994,Tulsa,522194
1235463,usa,Angelica,Roberts,988128,"Seattle,521221",20-07-1995,Baltimore,522137
1235481,ind,Hope,Roberts,985670,"Philadelphia,521383",20-08-1995,Seattle,521221
1238414,usa,Mike,Stewart,987106,"Amarillo,522560",22-02-1994,Philadelphia,521383
1238979,ind,Bethany,Anderson,988124,"Garland,522948",22-02-1994,Amarillo,522560
1236118,usa,Daniel,Murray,985513,"Las Vegas,521987",20-07-1995,Garland,522948
1237146,ind,Priscilla,Abbot,988201,"Rome,522766",20-08-1995,Las Vegas,521987
1238781,usa,Joseph,Eyres,987865,"Detroit,522994",22-02-1994,Rome,522766
1234698,ind,George,Eastwood,985086,"Paris,521790",22-02-1994,Detroit,522994
1235964,usa,Lana,Robe,986027,"Colorado Springs,522974",20-07-1995,Paris,521790
1235507,ind,Matthew,Clarke,984693,"Orlando,521196",20-08-1995,Colorado Springs,522974
1238916,usa,Caleb,Lyon,987240,"Lisbon,521521",22-02-1994,Orlando,521196
1236361,ind,Nate,Warner,986802,"Lisbon,522008",22-02-1994,Lisbon,521521
1236529,usa,Carolyn,Nielson,987488,"Bridgeport,522321",20-07-1995,Lisbon,522008
1235729,ind,Hailey,Williams,984760,"Richmond,521693",20-08-1995,Bridgeport,522321
